,country,year,value
4125,Iran,1992,329000.0
4126,Iraq,1992,79800.0
4127,Ireland,1992,65900.0
4128,Israel,1992,43000.0
4129,Italy,1992,504000.0
4130,Jamaica,1992,10200.0
4131,Japan,1992,1330000.0
4132,Jordan,1992,13900.0
4133,Kazakhstan,1992,366000.0
4134,Kenya,1992,39000.0
4135,Kiribati,1992,41.0
4136,Kuwait,1992,37600.0
4137,Kyrgyz Republic,1992,22000.0
4138,Lao,1992,38400.0
4139,Latvia,1992,27400.0
4140,Lebanon,1992,0.0
4141,Lesotho,1992,2110.0
4142,Liberia,1992,1440.0
4143,Libya,1992,55500.0
4144,Lithuania,1992,38100.0
4145,Luxembourg,1992,13500.0
4146,Madagascar,1992,57400.0
4147,Malawi,1992,10100.0
4148,Malaysia,1992,254000.0
4149,Maldives,1992,0.0
4150,Mali,1992,29600.0
4151,Malta,1992,2460.0
4152,Marshall Islands,1992,0.0
4153,Mauritania,1992,7690.0
4154,Mauritius,1992,0.0
4155,Mexico,1992,495000.0
4156,"Micronesia, Fed. Sts.",1992,49.4
4157,Moldova,1992,26800.0
4158,Mongolia,1992,59500.0
4159,Morocco,1992,39500.0
4160,Mozambique,1992,53300.0
4161,Myanmar,1992,1150000.0
4162,Namibia,1992,8370.0
4163,Nepal,1992,24100.0
4164,Netherlands,1992,231000.0
4165,New Zealand,1992,67100.0
4166,Nicaragua,1992,10100.0
4167,Niger,1992,7580.0
4168,Nigeria,1992,189000.0
4169,North Korea,1992,143000.0
4170,North Macedonia,1992,11600.0
4171,Norway,1992,64300.0
4172,Oman,1992,39100.0
4173,Pakistan,1992,185000.0
4174,Panama,1992,8020.0
4175,Papua New Guinea,1992,56400.0
4176,Paraguay,1992,63700.0
4177,Peru,1992,59400.0
4178,Philippines,1992,102000.0
4179,Poland,1992,453000.0
4180,Portugal,1992,64300.0
4181,Qatar,1992,0.0
4182,Romania,1992,186000.0
4183,Russia,1992,3130000.0
4184,Rwanda,1992,3370.0
4185,Samoa,1992,293.0
4186,Sao Tome and Principe,1992,101.0
4187,Saudi Arabia,1992,0.0
4188,Senegal,1992,11400.0
4189,Seychelles,1992,386.0
4190,Sierra Leone,1992,8800.0
4191,Singapore,1992,0.0
4192,Slovak Republic,1992,59300.0
4193,Slovenia,1992,17800.0
4194,Solomon Islands,1992,3300.0
4195,Somalia,1992,15400.0
4196,South Africa,1992,354000.0
4197,South Korea,1992,355000.0
4198,Spain,1992,308000.0
4199,Sri Lanka,1992,19100.0
4200,St. Kitts and Nevis,1992,0.0
4201,St. Lucia,1992,285.0
4202,St. Vincent and the Grenadines,1992,139.0
4203,Sudan,1992,92400.0
4204,Suriname,1992,10600.0
4205,Sweden,1992,79800.0
4206,Switzerland,1992,57500.0
4207,Syria,1992,57200.0
4208,Tajikistan,1992,20200.0
4209,Tanzania,1992,121000.0
4210,Thailand,1992,238000.0
4211,Timor-Leste,1992,513.0
4212,Togo,1992,12200.0
4213,Tonga,1992,143.0
4214,Trinidad and Tobago,1992,0.0
4215,Tunisia,1992,23200.0
4216,Turkey,1992,238000.0
4217,Turkmenistan,1992,56300.0
4218,Tuvalu,1992,4.49
4219,Uganda,1992,37200.0
4220,Ukraine,1992,804000.0
4221,United Arab Emirates,1992,78800.0
4222,United Kingdom,1992,761000.0
4223,United States,1992,6140000.0
4224,Uruguay,1992,29400.0
4225,Uzbekistan,1992,163000.0
4226,Vanuatu,1992,405.0
4227,Venezuela,1992,213000.0
4228,Vietnam,1992,105000.0
4229,Yemen,1992,15300.0
4230,Zambia,1992,278000.0
4231,Zimbabwe,1992,38300.0
4232,Afghanistan,1993,11400.0
4233,Albania,1993,6070.0
4234,Algeria,1993,122000.0
4235,Angola,1993,39800.0
4236,Antigua and Barbuda,1993,359.0
4237,Argentina,1993,277000.0
4238,Armenia,1993,8360.0
4239,Australia,1993,479000.0
4240,Austria,1993,79400.0
4241,Azerbaijan,1993,52500.0
4242,Bahamas,1993,2960.0
4243,Bahrain,1993,15300.0
4244,Bangladesh,1993,129000.0
4245,Barbados,1993,1130.0
4246,Belarus,1993,153000.0
4247,Belgium,1993,139000.0
4248,Belize,1993,608.0
4249,Benin,1993,41200.0
4250,Bhutan,1993,1590.0
4251,Bolivia,1993,214000.0
4252,Bosnia and Herzegovina,1993,18500.0
4253,Botswana,1993,9190.0
4254,Brazil,1993,1770000.0
4255,Brunei,1993,20200.0
4256,Bulgaria,1993,78800.0
4257,Burkina Faso,1993,12900.0
4258,Burundi,1993,3020.0
4259,Cambodia,1993,20000.0
4260,Cameroon,1993,86700.0
4261,Canada,1993,656000.0
4262,Cape Verde,1993,239.0
4263,Central African Republic,1993,118000.0
4264,Chad,1993,16300.0
4265,Chile,1993,58400.0
4266,China,1993,4400000.0
4267,Colombia,1993,189000.0
4268,Comoros,1993,302.0
4269,"Congo, Dem. Rep.",1993,1050000.0
4270,"Congo, Rep.",1993,50200.0
4271,Costa Rica,1993,10100.0
4272,Cote d'Ivoire,1993,134000.0
4273,Croatia,1993,24900.0
4274,Cuba,1993,43700.0
4275,Cyprus,1993,6260.0
4276,Czech Republic,1993,158000.0
4277,Denmark,1993,79300.0
4278,Djibouti,1993,1790.0
4279,Dominica,1993,127.0
4280,Dominican Republic,1993,19600.0
4281,Ecuador,1993,33600.0
4282,Egypt,1993,151000.0
4283,El Salvador,1993,8320.0
4284,Equatorial Guinea,1993,1480.0
4285,Eritrea,1993,3460.0
4286,Estonia,1993,34900.0
4287,Eswatini,1993,2090.0
4288,Ethiopia,1993,65400.0
4289,Fiji,1993,2100.0
4290,Finland,1993,73500.0
4291,France,1993,541000.0
4292,Gabon,1993,11800.0
4293,Gambia,1993,1160.0
4294,Georgia,1993,23000.0
4295,Germany,1993,1150000.0
4296,Ghana,1993,27600.0
4297,Greece,1993,96300.0
4298,Grenada,1993,156.0
4299,Guatemala,1993,18500.0
4300,Guinea,1993,56400.0
4301,Guinea-Bissau,1993,1580.0
4302,Guyana,1993,18500.0
4303,Haiti,1993,5630.0
4304,Honduras,1993,15400.0
4305,Hungary,1993,79300.0
4306,Iceland,1993,20900.0
4307,India,1993,1520000.0
4308,Indonesia,1993,1400000.0
4309,Iran,1993,328000.0
4310,Iraq,1993,96600.0
4311,Ireland,1993,66300.0
4312,Israel,1993,46700.0
4313,Italy,1993,496000.0
4314,Jamaica,1993,10500.0
4315,Japan,1993,1330000.0
4316,Jordan,1993,14400.0
4317,Kazakhstan,1993,327000.0
4318,Kenya,1993,39800.0
4319,Kiribati,1993,41.2
4320,Kuwait,1993,46200.0
4321,Kyrgyz Republic,1993,17700.0
4322,Lao,1993,31500.0
4323,Latvia,1993,24000.0
4324,Lebanon,1993,12600.0
4325,Lesotho,1993,1990.0
4326,Liberia,1993,1410.0
4327,Libya,1993,55600.0
4328,Lithuania,1993,31700.0
4329,Luxembourg,1993,13800.0
4330,Madagascar,1993,42500.0
4331,Malawi,1993,7510.0
4332,Malaysia,1993,236000.0
4333,Maldives,1993,0.0
4334,Mali,1993,28500.0
4335,Malta,1993,3120.0
4336,Marshall Islands,1993,0.0
4337,Mauritania,1993,7880.0
4338,Mauritius,1993,0.0
4339,Mexico,1993,502000.0
4340,"Micronesia, Fed. Sts.",1993,50.3
4341,Moldova,1993,22800.0
4342,Mongolia,1993,57900.0
4343,Morocco,1993,39500.0
4344,Mozambique,1993,30800.0
4345,Myanmar,1993,937000.0
4346,Namibia,1993,6900.0
4347,Nepal,1993,25400.0
4348,Netherlands,1993,234000.0
4349,New Zealand,1993,66900.0
4350,Nicaragua,1993,10800.0
4351,Niger,1993,7590.0
4352,Nigeria,1993,188000.0
4353,North Korea,1993,132000.0
4354,North Macedonia,1993,11800.0
4355,Norway,1993,67300.0
4356,Oman,1993,38900.0
4357,Pakistan,1993,195000.0
4358,Panama,1993,8210.0
4359,Papua New Guinea,1993,37200.0
4360,Paraguay,1993,70200.0
4361,Peru,1993,62900.0
4362,Philippines,1993,106000.0
4363,Poland,1993,449000.0
4364,Portugal,1993,63300.0
4365,Qatar,1993,0.0
4366,Romania,1993,175000.0
4367,Russia,1993,3010000.0
4368,Rwanda,1993,3160.0
4369,Samoa,1993,290.0
4370,Sao Tome and Principe,1993,102.0
4371,Saudi Arabia,1993,0.0
4372,Senegal,1993,11400.0
4373,Seychelles,1993,393.0
4374,Sierra Leone,1993,8430.0
4375,Singapore,1993,0.0
4376,Slovak Republic,1993,56000.0
4377,Slovenia,1993,18300.0
4378,Solomon Islands,1993,3530.0
4379,Somalia,1993,16900.0
4380,South Africa,1993,348000.0
4381,South Korea,1993,385000.0
4382,Spain,1993,294000.0
4383,Sri Lanka,1993,19400.0
4384,St. Kitts and Nevis,1993,0.0
4385,St. Lucia,1993,265.0
4386,St. Vincent and the Grenadines,1993,125.0
4387,Sudan,1993,90800.0
4388,Suriname,1993,11100.0
4389,Sweden,1993,79900.0
4390,Switzerland,1993,54900.0
4391,Syria,1993,58500.0
4392,Tajikistan,1993,16100.0
4393,Tanzania,1993,75700.0
4394,Thailand,1993,246000.0
4395,Timor-Leste,1993,535.0
4396,Togo,1993,11400.0
4397,Tonga,1993,144.0
4398,Trinidad and Tobago,1993,0.0
4399,Tunisia,1993,24000.0
4400,Turkey,1993,245000.0
4401,Turkmenistan,1993,57800.0
4402,Tuvalu,1993,4.45
4403,Uganda,1993,37200.0
4404,Ukraine,1993,712000.0
4405,United Arab Emirates,1993,81300.0
4406,United Kingdom,1993,734000.0
4407,United States,1993,6280000.0
4408,Uruguay,1993,30000.0
4409,Uzbekistan,1993,163000.0
4410,Vanuatu,1993,428.0
4411,Venezuela,1993,225000.0
4412,Vietnam,1993,109000.0
4413,Yemen,1993,14600.0
4414,Zambia,1993,157000.0
4415,Zimbabwe,1993,30200.0
4416,Afghanistan,1994,11300.0
4417,Albania,1994,6790.0
4418,Algeria,1994,119000.0
4419,Angola,1994,44700.0
4420,Antigua and Barbuda,1994,381.0
4421,Argentina,1994,271000.0
4422,Armenia,1994,6110.0
4423,Australia,1994,522000.0
4424,Austria,1994,79800.0
4425,Azerbaijan,1994,48500.0
4426,Bahamas,1994,3180.0
4427,Bahrain,1994,15200.0
4428,Bangladesh,1994,131000.0
4429,Barbados,1994,1090.0
4430,Belarus,1994,140000.0
4431,Belgium,1994,144000.0
4432,Belize,1994,593.0
4433,Benin,1994,41200.0
4434,Bhutan,1994,1610.0
4435,Bolivia,1994,157000.0
4436,Bosnia and Herzegovina,1994,6510.0
4437,Botswana,1994,11100.0
4438,Brazil,1994,1460000.0
4439,Brunei,1994,19000.0
4440,Bulgaria,1994,76800.0
4441,Burkina Faso,1994,13300.0
4442,Burundi,1994,2980.0
4443,Cambodia,1994,17800.0
4444,Cameroon,1994,83200.0
4445,Canada,1994,807000.0
4446,Cape Verde,1994,229.0
4447,Central African Republic,1994,116000.0
4448,Chad,1994,16300.0
4449,Chile,1994,62300.0
4450,China,1994,4610000.0
4451,Colombia,1994,170000.0
4452,Comoros,1994,308.0
4453,"Congo, Dem. Rep.",1994,1220000.0
4454,"Congo, Rep.",1994,56800.0
4455,Costa Rica,1994,10500.0
4456,Cote d'Ivoire,1994,133000.0
4457,Croatia,1994,24100.0
4458,Cuba,1994,45500.0
4459,Cyprus,1994,6690.0
4460,Czech Republic,1994,151000.0
4461,Denmark,1994,82900.0
4462,Djibouti,1994,1830.0
4463,Dominica,1994,138.0
4464,Dominican Republic,1994,21200.0
4465,Ecuador,1994,36600.0
4466,Egypt,1994,147000.0
4467,El Salvador,1994,9030.0
4468,Equatorial Guinea,1994,1880.0
4469,Eritrea,1994,3600.0
4470,Estonia,1994,34300.0
4471,Eswatini,1994,2220.0
4472,Ethiopia,1994,65900.0
4473,Fiji,1994,2080.0
4474,Finland,1994,80800.0
4475,France,1994,538000.0
4476,Gabon,1994,12300.0
4477,Gambia,1994,1200.0
4478,Georgia,1994,16500.0
4479,Germany,1994,1140000.0
4480,Ghana,1994,28000.0
4481,Greece,1994,97400.0
4482,Grenada,1994,186.0
4483,Guatemala,1994,18500.0
4484,Guinea,1994,56300.0
4485,Guinea-Bissau,1994,1600.0
4486,Guyana,1994,15200.0
4487,Haiti,1994,5180.0
4488,Honduras,1994,15600.0
4489,Hungary,1994,78500.0
4490,Iceland,1994,21000.0
4491,India,1994,1580000.0
4492,Indonesia,1994,2160000.0
4493,Iran,1994,364000.0
4494,Iraq,1994,107000.0
4495,Ireland,1994,67800.0
4496,Israel,1994,50100.0
4497,Italy,1994,493000.0
4498,Jamaica,1994,10500.0
4499,Japan,1994,1390000.0
4500,Jordan,1994,15000.0
4501,Kazakhstan,1994,289000.0
4502,Kenya,1994,41300.0
4503,Kiribati,1994,39.4
4504,Kuwait,1994,54800.0
4505,Kyrgyz Republic,1994,13400.0
4506,Lao,1994,28100.0
4507,Latvia,1994,21100.0
4508,Lebanon,1994,13600.0
4509,Lesotho,1994,1970.0
4510,Liberia,1994,1390.0
4511,Libya,1994,60900.0
4512,Lithuania,1994,30200.0
4513,Luxembourg,1994,13000.0
4514,Madagascar,1994,45800.0
4515,Malawi,1994,7780.0
4516,Malaysia,1994,228000.0
4517,Maldives,1994,261.0
4518,Mali,1994,28900.0
4519,Malta,1994,2820.0
4520,Marshall Islands,1994,0.0
4521,Mauritania,1994,7880.0
4522,Mauritius,1994,1660.0
4523,Mexico,1994,520000.0
4524,"Micronesia, Fed. Sts.",1994,50.6
4525,Moldova,1994,19000.0
4526,Mongolia,1994,56900.0
4527,Morocco,1994,41300.0
4528,Mozambique,1994,35800.0
4529,Myanmar,1994,821000.0
4530,Namibia,1994,7300.0
4531,Nepal,1994,25600.0
4532,Netherlands,1994,234000.0
4533,New Zealand,1994,68100.0
4534,Nicaragua,1994,11100.0
4535,Niger,1994,8000.0
4536,Nigeria,1994,175000.0
4537,North Korea,1994,120000.0
4538,North Macedonia,1994,11700.0
4539,Norway,1994,70000.0
4540,Oman,1994,37300.0
4541,Pakistan,1994,201000.0
4542,Panama,1994,8470.0
4543,Papua New Guinea,1994,58400.0
4544,Paraguay,1994,54400.0
4545,Peru,1994,57500.0
4546,Philippines,1994,117000.0
4547,Poland,1994,449000.0
4548,Portugal,1994,64500.0
4549,Qatar,1994,0.0
4550,Romania,1994,171000.0
4551,Russia,1994,2710000.0
4552,Rwanda,1994,3050.0
4553,Samoa,1994,272.0
4554,Sao Tome and Principe,1994,103.0
4555,Saudi Arabia,1994,0.0
4556,Senegal,1994,11700.0
4557,Seychelles,1994,382.0
4558,Sierra Leone,1994,8300.0
4559,Singapore,1994,0.0
4560,Slovak Republic,1994,54000.0
4561,Slovenia,1994,18300.0
4562,Solomon Islands,1994,3810.0
4563,Somalia,1994,18300.0
4564,South Africa,1994,356000.0
4565,South Korea,1994,418000.0
4566,Spain,1994,306000.0
4567,Sri Lanka,1994,20800.0
4568,St. Kitts and Nevis,1994,0.0
4569,St. Lucia,1994,312.0
4570,St. Vincent and the Grenadines,1994,178.0
4571,Sudan,1994,95800.0
4572,Suriname,1994,8490.0
4573,Sweden,1994,82400.0
4574,Switzerland,1994,54800.0
4575,Syria,1994,57500.0
4576,Tajikistan,1994,13100.0
4577,Tanzania,1994,86100.0
4578,Thailand,1994,260000.0
4579,Timor-Leste,1994,704.0
4580,Togo,1994,11800.0
4581,Tonga,1994,155.0
4582,Trinidad and Tobago,1994,0.0
4583,Tunisia,1994,24000.0
4584,Turkey,1994,241000.0
4585,Turkmenistan,1994,55800.0
4586,Tuvalu,1994,4.55
4587,Uganda,1994,37200.0
4588,Ukraine,1994,607000.0
4589,United Arab Emirates,1994,88000.0
4590,United Kingdom,1994,729000.0
4591,United States,1994,6370000.0
4592,Uruguay,1994,30000.0
4593,Uzbekistan,1994,157000.0
4594,Vanuatu,1994,425.0
4595,Venezuela,1994,212000.0
4596,Vietnam,1994,114000.0
4597,Yemen,1994,16600.0
4598,Zambia,1994,183000.0
4599,Zimbabwe,1994,30200.0
4600,Afghanistan,1995,11600.0
4601,Albania,1995,6420.0
4602,Algeria,1995,124000.0
4603,Angola,1995,48200.0
4604,Antigua and Barbuda,1995,392.0
4605,Argentina,1995,275000.0
4606,Armenia,1995,6710.0
4607,Australia,1995,489000.0
4608,Austria,1995,82500.0
4609,Azerbaijan,1995,42500.0
4610,Bahamas,1995,3530.0
4611,Bahrain,1995,15300.0
4612,Bangladesh,1995,137000.0
4613,Barbados,1995,1100.0
4614,Belarus,1995,130000.0
4615,Belgium,1995,147000.0
4616,Belize,1995,603.0
4617,Benin,1995,45300.0
4618,Bhutan,1995,1650.0
4619,Bolivia,1995,170000.0
4620,Bosnia and Herzegovina,1995,6580.0
4621,Botswana,1995,12200.0
4622,Brazil,1995,1570000.0
4623,Brunei,1995,21300.0
4624,Bulgaria,1995,81800.0
4625,Burkina Faso,1995,14100.0
4626,Burundi,1995,3000.0
4627,Cambodia,1995,20800.0
4628,Cameroon,1995,90800.0
4629,Canada,1995,836000.0
4630,Cape Verde,1995,252.0
4631,Central African Republic,1995,134000.0
4632,Chad,1995,17900.0
4633,Chile,1995,66400.0
4634,China,1995,5040000.0
4635,Colombia,1995,179000.0
4636,Comoros,1995,318.0
4637,"Congo, Dem. Rep.",1995,1230000.0
4638,"Congo, Rep.",1995,58000.0
4639,Costa Rica,1995,10100.0
4640,Cote d'Ivoire,1995,147000.0
4641,Croatia,1995,24600.0
4642,Cuba,1995,46600.0
4643,Cyprus,1995,6590.0
4644,Czech Republic,1995,151000.0
4645,Denmark,1995,79500.0
4646,Djibouti,1995,1910.0
4647,Dominica,1995,140.0
4648,Dominican Republic,1995,22000.0
4649,Ecuador,1995,39000.0
4650,Egypt,1995,156000.0
4651,El Salvador,1995,9240.0
4652,Equatorial Guinea,1995,1990.0
4653,Eritrea,1995,3750.0
4654,Estonia,1995,31900.0
4655,Eswatini,1995,2290.0
4656,Ethiopia,1995,69200.0
4657,Fiji,1995,2180.0
4658,Finland,1995,77400.0
4659,France,1995,543000.0
4660,Gabon,1995,13200.0
4661,Gambia,1995,1240.0
4662,Georgia,1995,13600.0
4663,Germany,1995,1130000.0
4664,Ghana,1995,30500.0
4665,Greece,1995,99300.0
4666,Grenada,1995,178.0
4667,Guatemala,1995,19500.0
4668,Guinea,1995,62500.0
4669,Guinea-Bissau,1995,1700.0
4670,Guyana,1995,16100.0
4671,Haiti,1995,5950.0
4672,Honduras,1995,16800.0
4673,Hungary,1995,77400.0
4674,Iceland,1995,20900.0
4675,India,1995,1650000.0
4676,Indonesia,1995,1320000.0
4677,Iran,1995,370000.0
4678,Iraq,1995,107000.0
4679,Ireland,1995,68400.0
4680,Israel,1995,53300.0
4681,Italy,1995,518000.0
4682,Jamaica,1995,10900.0
4683,Japan,1995,1420000.0
4684,Jordan,1995,15800.0
4685,Kazakhstan,1995,247000.0
4686,Kenya,1995,41800.0
4687,Kiribati,1995,40.2
4688,Kuwait,1995,57200.0
4689,Kyrgyz Republic,1995,10500.0
4690,Lao,1995,31900.0
4691,Latvia,1995,18800.0
4692,Lebanon,1995,15600.0
4693,Lesotho,1995,1940.0
4694,Liberia,1995,1430.0
4695,Libya,1995,65200.0
4696,Lithuania,1995,29200.0
4697,Luxembourg,1995,10700.0
4698,Madagascar,1995,46500.0
4699,Malawi,1995,8130.0
4700,Malaysia,1995,252000.0
4701,Maldives,1995,344.0
4702,Mali,1995,31500.0
4703,Malta,1995,2710.0
4704,Marshall Islands,1995,0.0
4705,Mauritania,1995,8040.0
4706,Mauritius,1995,1830.0
4707,Mexico,1995,516000.0
4708,"Micronesia, Fed. Sts.",1995,57.8
4709,Moldova,1995,16700.0
4710,Mongolia,1995,59100.0
4711,Morocco,1995,41900.0
4712,Mozambique,1995,36900.0
4713,Myanmar,1995,943000.0
4714,Namibia,1995,7250.0
4715,Nepal,1995,26900.0
4716,Netherlands,1995,235000.0
4717,New Zealand,1995,69600.0
4718,Nicaragua,1995,10800.0
4719,Niger,1995,8190.0
4720,Nigeria,1995,184000.0
4721,North Korea,1995,112000.0
4722,North Macedonia,1995,11600.0
4723,Norway,1995,70600.0
4724,Oman,1995,41400.0
4725,Pakistan,1995,209000.0
4726,Panama,1995,8820.0
4727,Papua New Guinea,1995,35400.0
4728,Paraguay,1995,60600.0
4729,Peru,1995,63400.0
4730,Philippines,1995,126000.0
4731,Poland,1995,459000.0
4732,Portugal,1995,69200.0
4733,Qatar,1995,0.0
4734,Romania,1995,177000.0
4735,Russia,1995,2650000.0
4736,Rwanda,1995,3230.0
4737,Samoa,1995,280.0
4738,Sao Tome and Principe,1995,107.0
4739,Saudi Arabia,1995,262000.0
4740,Senegal,1995,12100.0
4741,Seychelles,1995,403.0
4742,Sierra Leone,1995,8960.0
4743,Singapore,1995,0.0
4744,Slovak Republic,1995,53800.0
4745,Slovenia,1995,18900.0
4746,Solomon Islands,1995,3890.0
4747,Somalia,1995,18800.0
4748,South Africa,1995,371000.0
4749,South Korea,1995,454000.0
4750,Spain,1995,319000.0
4751,Sri Lanka,1995,20600.0
4752,St. Kitts and Nevis,1995,0.0
4753,St. Lucia,1995,334.0
4754,St. Vincent and the Grenadines,1995,188.0
4755,Sudan,1995,102000.0
4756,Suriname,1995,9190.0
4757,Sweden,1995,82200.0
4758,Switzerland,1995,54600.0
4759,Syria,1995,60600.0
4760,Tajikistan,1995,12700.0
4761,Tanzania,1995,90900.0
4762,Thailand,1995,282000.0
4763,Timor-Leste,1995,781.0
4764,Togo,1995,12800.0
4765,Tonga,1995,150.0
4766,Trinidad and Tobago,1995,0.0
4767,Tunisia,1995,24700.0
4768,Turkey,1995,261000.0
4769,Turkmenistan,1995,55200.0
4770,Tuvalu,1995,4.63
4771,Uganda,1995,38800.0
4772,Ukraine,1995,598000.0
4773,United Arab Emirates,1995,93900.0
4774,United Kingdom,1995,728000.0
4775,United States,1995,6370000.0
4776,Uruguay,1995,30400.0
4777,Uzbekistan,1995,145000.0
4778,Vanuatu,1995,426.0
4779,Venezuela,1995,228000.0
4780,Vietnam,1995,121000.0
4781,Yemen,1995,17900.0
4782,Zambia,1995,185000.0
4783,Zimbabwe,1995,30400.0
4784,Afghanistan,1996,12500.0
4785,Albania,1996,6190.0
4786,Algeria,1996,124000.0
4787,Angola,1996,47100.0
4788,Antigua and Barbuda,1996,390.0
4789,Argentina,1996,288000.0
4790,Armenia,1996,5990.0
4791,Australia,1996,509000.0
4792,Austria,1996,85600.0
4793,Azerbaijan,1996,39000.0
4794,Bahamas,1996,3860.0
4795,Bahrain,1996,16000.0
4796,Bangladesh,1996,139000.0
4797,Barbados,1996,1080.0
4798,Belarus,1996,131000.0
4799,Belgium,1996,153000.0
4800,Belize,1996,574.0
4801,Benin,1996,45100.0
4802,Bhutan,1996,1660.0
4803,Bolivia,1996,176000.0
4804,Bosnia and Herzegovina,1996,7100.0
4805,Botswana,1996,10200.0
4806,Brazil,1996,1610000.0
4807,Brunei,1996,18200.0
4808,Bulgaria,1996,82900.0
4809,Burkina Faso,1996,14500.0
4810,Burundi,1996,3050.0
4811,Cambodia,1996,19000.0
4812,Cameroon,1996,89200.0
4813,Canada,1996,699000.0
4814,Cape Verde,1996,233.0
4815,Central African Republic,1996,130000.0
4816,Chad,1996,17800.0
4817,Chile,1996,73600.0
4818,China,1996,5180000.0
4819,Colombia,1996,183000.0
4820,Comoros,1996,325.0
4821,"Congo, Dem. Rep.",1996,1050000.0
4822,"Congo, Rep.",1996,51600.0
4823,Costa Rica,1996,9910.0
4824,Cote d'Ivoire,1996,145000.0
4825,Croatia,1996,24100.0
4826,Cuba,1996,48600.0
4827,Cyprus,1996,6930.0
4828,Czech Republic,1996,155000.0
4829,Denmark,1996,92900.0
4830,Djibouti,1996,1920.0
4831,Dominica,1996,141.0
4832,Dominican Republic,1996,23300.0
4833,Ecuador,1996,41300.0
4834,Egypt,1996,159000.0
4835,El Salvador,1996,9080.0
4836,Equatorial Guinea,1996,2150.0
4837,Eritrea,1996,4190.0
4838,Estonia,1996,32600.0
4839,Eswatini,1996,2310.0
4840,Ethiopia,1996,71500.0
4841,Fiji,1996,2220.0
4842,Finland,1996,84000.0
4843,France,1996,573000.0
4844,Gabon,1996,13600.0
4845,Gambia,1996,1240.0
4846,Georgia,1996,12900.0
4847,Germany,1996,1150000.0
4848,Ghana,1996,30600.0
4849,Greece,1996,102000.0
4850,Grenada,1996,197.0
4851,Guatemala,1996,19900.0
4852,Guinea,1996,61700.0
4853,Guinea-Bissau,1996,1690.0
4854,Guyana,1996,16400.0
4855,Haiti,1996,6270.0
4856,Honduras,1996,17200.0
4857,Hungary,1996,80700.0
4858,Iceland,1996,21200.0
4859,India,1996,1710000.0
4860,Indonesia,1996,1310000.0
4861,Iran,1996,386000.0
4862,Iraq,1996,98200.0
4863,Ireland,1996,70200.0
4864,Israel,1996,56500.0
4865,Italy,1996,507000.0
4866,Jamaica,1996,11200.0
4867,Japan,1996,1420000.0
4868,Jordan,1996,16400.0
4869,Kazakhstan,1996,272000.0
4870,Kenya,1996,41100.0
4871,Kiribati,1996,42.2
4872,Kuwait,1996,56800.0
4873,Kyrgyz Republic,1996,12500.0
4874,Lao,1996,24700.0
4875,Latvia,1996,18800.0
4876,Lebanon,1996,16600.0
4877,Lesotho,1996,1840.0
4878,Liberia,1996,1490.0
4879,Libya,1996,67300.0
4880,Lithuania,1996,30200.0
4881,Luxembourg,1996,10500.0
4882,Madagascar,1996,43100.0
4883,Malawi,1996,7700.0
4884,Malaysia,1996,240000.0
4885,Maldives,1996,345.0
4886,Mali,1996,31300.0
4887,Malta,1996,2660.0
4888,Marshall Islands,1996,0.0
4889,Mauritania,1996,8250.0
4890,Mauritius,1996,0.0
4891,Mexico,1996,533000.0
4892,"Micronesia, Fed. Sts.",1996,58.1
4893,Moldova,1996,16900.0
4894,Mongolia,1996,60800.0
4895,Morocco,1996,42100.0
4896,Mozambique,1996,31700.0
4897,Myanmar,1996,705000.0
4898,Namibia,1996,6720.0
4899,Nepal,1996,27200.0
4900,Netherlands,1996,244000.0
4901,New Zealand,1996,70600.0
4902,Nicaragua,1996,11000.0
4903,Niger,1996,8400.0
4904,Nigeria,1996,203000.0
4905,North Korea,1996,101000.0
4906,North Macedonia,1996,12800.0
4907,Norway,1996,72000.0
4908,Oman,1996,43200.0
4909,Pakistan,1996,220000.0
4910,Panama,1996,8890.0
4911,Papua New Guinea,1996,34400.0
4912,Paraguay,1996,62300.0
4913,Peru,1996,66900.0
4914,Philippines,1996,134000.0
4915,Poland,1996,436000.0
4916,Portugal,1996,67600.0
4917,Qatar,1996,0.0
4918,Romania,1996,182000.0
4919,Russia,1996,2720000.0
4920,Rwanda,1996,3420.0
4921,Samoa,1996,289.0
4922,Sao Tome and Principe,1996,108.0
4923,Saudi Arabia,1996,276000.0
4924,Senegal,1996,12600.0
4925,Seychelles,1996,396.0
4926,Sierra Leone,1996,8920.0
4927,Singapore,1996,0.0
4928,Slovak Republic,1996,54900.0
4929,Slovenia,1996,20100.0
4930,Solomon Islands,1996,4050.0
4931,Somalia,1996,19200.0
4932,South Africa,1996,384000.0
4933,South Korea,1996,487000.0
4934,Spain,1996,310000.0
4935,Sri Lanka,1996,21700.0
4936,St. Kitts and Nevis,1996,0.0
4937,St. Lucia,1996,348.0
4938,St. Vincent and the Grenadines,1996,188.0
4939,Sudan,1996,103000.0
4940,Suriname,1996,9410.0
4941,Sweden,1996,87900.0
4942,Switzerland,1996,54900.0
4943,Syria,1996,62100.0
4944,Tajikistan,1996,12400.0
4945,Tanzania,1996,79400.0
4946,Thailand,1996,296000.0
4947,Timor-Leste,1996,637.0
4948,Togo,1996,13200.0
4949,Tonga,1996,154.0
4950,Trinidad and Tobago,1996,0.0
4951,Tunisia,1996,26100.0
4952,Turkey,1996,278000.0
4953,Turkmenistan,1996,51100.0
4954,Tuvalu,1996,4.68
