,country,year,value
2035,Bahrain,1981,11100.0
2036,Bangladesh,1981,116000.0
2037,Barbados,1981,1110.0
2038,Belarus,1981,190000.0
2039,Belgium,1981,154000.0
2040,Belize,1981,531.0
2041,Benin,1981,36500.0
2042,Bhutan,1981,1090.0
2043,Bolivia,1981,169000.0
2044,Bosnia and Herzegovina,1981,19800.0
2045,Botswana,1981,10000.0
2046,Brazil,1981,1390000.0
2047,Brunei,1981,15000.0
2048,Bulgaria,1981,116000.0
2049,Burkina Faso,1981,8420.0
2050,Burundi,1981,2210.0
2051,Cambodia,1981,13500.0
2052,Cameroon,1981,69900.0
2053,Canada,1981,699000.0
2054,Cape Verde,1981,290.0
2055,Central African Republic,1981,105000.0
2056,Chad,1981,14500.0
2057,Chile,1981,41800.0
2058,China,1981,2720000.0
2059,Colombia,1981,150000.0
2060,Comoros,1981,250.0
2061,"Congo, Dem. Rep.",1981,1080000.0
2062,"Congo, Rep.",1981,50300.0
2063,Costa Rica,1981,7700.0
2064,Cote d'Ivoire,1981,119000.0
2065,Croatia,1981,41000.0
2066,Cuba,1981,57500.0
2067,Cyprus,1981,3660.0
2068,Czech Republic,1981,220000.0
2069,Denmark,1981,73200.0
2070,Djibouti,1981,1460.0
2071,Dominica,1981,96.8
2072,Dominican Republic,1981,13600.0
2073,Ecuador,1981,25100.0
2074,Egypt,1981,93500.0
2075,El Salvador,1981,5800.0
2076,Equatorial Guinea,1981,157.0
2077,Eritrea,1981,2970.0
2078,Estonia,1981,70900.0
2079,Eswatini,1981,2030.0
2080,Ethiopia,1981,54800.0
2081,Fiji,1981,1930.0
2082,Finland,1981,66600.0
2083,France,1981,622000.0
2084,Gabon,1981,11100.0
2085,Gambia,1981,993.0
2086,Georgia,1981,51500.0
2087,Germany,1981,1320000.0
2088,Ghana,1981,23500.0
2089,Greece,1981,69900.0
2090,Grenada,1981,113.0
2091,Guatemala,1981,12500.0
2092,Guinea,1981,50800.0
2093,Guinea-Bissau,1981,1300.0
2094,Guyana,1981,16300.0
2095,Haiti,1981,5280.0
2096,Honduras,1981,10100.0
2097,Hungary,1981,120000.0
2098,Iceland,1981,13700.0
2099,India,1981,980000.0
2100,Indonesia,1981,638000.0
2101,Iran,1981,164000.0
2102,Iraq,1981,66700.0
2103,Ireland,1981,57800.0
2104,Israel,1981,24500.0
2105,Italy,1981,467000.0
2106,Jamaica,1981,8080.0
2107,Japan,1981,1110000.0
2108,Jordan,1981,6600.0
2109,Kazakhstan,1981,206000.0
2110,Kenya,1981,28400.0
2111,Kiribati,1981,55.4
2112,Kuwait,1981,42900.0
2113,Kyrgyz Republic,1981,17000.0
2114,Lao,1981,24100.0
2115,Latvia,1981,62400.0
2116,Lebanon,1981,8690.0
2117,Lesotho,1981,1800.0
2118,Liberia,1981,2530.0
2119,Libya,1981,45300.0
2120,Lithuania,1981,133000.0
2121,Luxembourg,1981,12500.0
2122,Madagascar,1981,40800.0
2123,Malawi,1981,6280.0
2124,Malaysia,1981,138000.0
2125,Maldives,1981,0.0
2126,Mali,1981,26700.0
2127,Malta,1981,1340.0
2128,Marshall Islands,1981,3.24
2129,Mauritania,1981,5020.0
2130,Mauritius,1981,885.0
2131,Mexico,1981,407000.0
2132,"Micronesia, Fed. Sts.",1981,32.9
2133,Moldova,1981,40500.0
2134,Mongolia,1981,37900.0
2135,Morocco,1981,28900.0
2136,Mozambique,1981,32500.0
2137,Myanmar,1981,685000.0
2138,Namibia,1981,6430.0
2139,Nepal,1981,23300.0
2140,Netherlands,1981,217000.0
2141,New Zealand,1981,58400.0
2142,Nicaragua,1981,9080.0
2143,Niger,1981,8310.0
2144,Nigeria,1981,135000.0
2145,North Korea,1981,151000.0
2146,North Macedonia,1981,14000.0
2147,Norway,1981,62700.0
2148,Oman,1981,28800.0
2149,Pakistan,1981,124000.0
2150,Panama,1981,6660.0
2151,Papua New Guinea,1981,16600.0
2152,Paraguay,1981,53700.0
2153,Peru,1981,60100.0
2154,Philippines,1981,87100.0
2155,Poland,1981,569000.0
2156,Portugal,1981,43000.0
2157,Qatar,1981,14900.0
2158,Romania,1981,270000.0
2159,Russia,1981,3030000.0
2160,Rwanda,1981,2630.0
2161,Samoa,1981,274.0
2162,Sao Tome and Principe,1981,58.5
2163,Saudi Arabia,1981,237000.0
2164,Senegal,1981,9020.0
2165,Seychelles,1981,187.0
2166,Sierra Leone,1981,7890.0
2167,Singapore,1981,0.0
2168,Slovak Republic,1981,75500.0
2169,Slovenia,1981,16600.0
2170,Solomon Islands,1981,5760.0
2171,Somalia,1981,16800.0
2172,South Africa,1981,312000.0
2173,South Korea,1981,182000.0
2174,Spain,1981,275000.0
2175,Sri Lanka,1981,18900.0
2176,St. Kitts and Nevis,1981,122.0
2177,St. Lucia,1981,223.0
2178,St. Vincent and the Grenadines,1981,116.0
2179,Sudan,1981,74400.0
2180,Suriname,1981,10700.0
2181,Sweden,1981,90400.0
2182,Switzerland,1981,51500.0
2183,Syria,1981,0.0
2184,Tajikistan,1981,9830.0
2185,Tanzania,1981,75100.0
2186,Thailand,1981,143000.0
2187,Timor-Leste,1981,357.0
2188,Togo,1981,9840.0
2189,Tonga,1981,138.0
2190,Trinidad and Tobago,1981,0.0
2191,Tunisia,1981,14900.0
2192,Turkey,1981,150000.0
2193,Turkmenistan,1981,32500.0
2194,Tuvalu,1981,2.85
2195,Uganda,1981,25400.0
2196,Ukraine,1981,691000.0
2197,United Arab Emirates,1981,53900.0
2198,United Kingdom,1981,789000.0
2199,United States,1981,5830000.0
2200,Uruguay,1981,31300.0
2201,Uzbekistan,1981,78100.0
2202,Vanuatu,1981,353.0
2203,Venezuela,1981,177000.0
2204,Vietnam,1981,86400.0
2205,Yemen,1981,7910.0
2206,Zambia,1981,162000.0
2207,Zimbabwe,1981,21800.0
2208,Afghanistan,1982,15600.0
2209,Albania,1982,10700.0
2210,Algeria,1982,83100.0
2211,Angola,1982,45200.0
2212,Antigua and Barbuda,1982,551.0
2213,Argentina,1982,244000.0
2214,Armenia,1982,15800.0
2215,Australia,1982,429000.0
2216,Austria,1982,73100.0
2217,Azerbaijan,1982,56900.0
2218,Bahamas,1982,5160.0
2219,Bahrain,1982,12000.0
2220,Bangladesh,1982,118000.0
2221,Barbados,1982,1110.0
2222,Belarus,1982,188000.0
2223,Belgium,1982,145000.0
2224,Belize,1982,558.0
2225,Benin,1982,42000.0
2226,Bhutan,1982,1100.0
2227,Bolivia,1982,178000.0
2228,Bosnia and Herzegovina,1982,23500.0
2229,Botswana,1982,10900.0
2230,Brazil,1982,1450000.0
2231,Brunei,1982,15200.0
2232,Bulgaria,1982,118000.0
2233,Burkina Faso,1982,8990.0
2234,Burundi,1982,2230.0
2235,Cambodia,1982,15600.0
2236,Cameroon,1982,79300.0
2237,Canada,1982,576000.0
2238,Cape Verde,1982,182.0
2239,Central African Republic,1982,127000.0
2240,Chad,1982,16400.0
2241,Chile,1982,38100.0
2242,China,1982,2820000.0
2243,Colombia,1982,155000.0
2244,Comoros,1982,250.0
2245,"Congo, Dem. Rep.",1982,1220000.0
2246,"Congo, Rep.",1982,56300.0
2247,Costa Rica,1982,7460.0
2248,Cote d'Ivoire,1982,136000.0
2249,Croatia,1982,39400.0
2250,Cuba,1982,59300.0
2251,Cyprus,1982,3730.0
2252,Czech Republic,1982,222000.0
2253,Denmark,1982,76200.0
2254,Djibouti,1982,1210.0
2255,Dominica,1982,99.9
2256,Dominican Republic,1982,14100.0
2257,Ecuador,1982,25600.0
2258,Egypt,1982,99900.0
2259,El Salvador,1982,5330.0
2260,Equatorial Guinea,1982,173.0
2261,Eritrea,1982,2970.0
2262,Estonia,1982,70800.0
2263,Eswatini,1982,2020.0
2264,Ethiopia,1982,57600.0
2265,Fiji,1982,1940.0
2266,Finland,1982,64700.0
2267,France,1982,597000.0
2268,Gabon,1982,11500.0
2269,Gambia,1982,1050.0
2270,Georgia,1982,50800.0
2271,Germany,1982,1270000.0
2272,Ghana,1982,25800.0
2273,Greece,1982,71500.0
2274,Grenada,1982,121.0
2275,Guatemala,1982,14500.0
2276,Guinea,1982,57800.0
2277,Guinea-Bissau,1982,1570.0
2278,Guyana,1982,16500.0
2279,Haiti,1982,5460.0
2280,Honduras,1982,12700.0
2281,Hungary,1982,119000.0
2282,Iceland,1982,14300.0
2283,India,1982,1010000.0
2284,Indonesia,1982,2490000.0
2285,Iran,1982,201000.0
2286,Iraq,1982,73300.0
2287,Ireland,1982,57700.0
2288,Israel,1982,25700.0
2289,Italy,1982,457000.0
2290,Jamaica,1982,7120.0
2291,Japan,1982,1060000.0
2292,Jordan,1982,7370.0
2293,Kazakhstan,1982,207000.0
2294,Kenya,1982,29800.0
2295,Kiribati,1982,38.7
2296,Kuwait,1982,42800.0
2297,Kyrgyz Republic,1982,15900.0
2298,Lao,1982,23900.0
2299,Latvia,1982,62900.0
2300,Lebanon,1982,7420.0
2301,Lesotho,1982,1840.0
2302,Liberia,1982,2420.0
2303,Libya,1982,49300.0
2304,Lithuania,1982,134000.0
2305,Luxembourg,1982,11800.0
2306,Madagascar,1982,43700.0
2307,Malawi,1982,6820.0
2308,Malaysia,1982,141000.0
2309,Maldives,1982,0.0
2310,Mali,1982,29700.0
2311,Malta,1982,1510.0
2312,Marshall Islands,1982,3.37
2313,Mauritania,1982,5100.0
2314,Mauritius,1982,808.0
2315,Mexico,1982,452000.0
2316,"Micronesia, Fed. Sts.",1982,34.1
2317,Moldova,1982,41700.0
2318,Mongolia,1982,39900.0
2319,Morocco,1982,27800.0
2320,Mozambique,1982,36300.0
2321,Myanmar,1982,677000.0
2322,Namibia,1982,6390.0
2323,Nepal,1982,22900.0
2324,Netherlands,1982,205000.0
2325,New Zealand,1982,60500.0
2326,Nicaragua,1982,9570.0
2327,Niger,1982,8620.0
2328,Nigeria,1982,133000.0
2329,North Korea,1982,156000.0
2330,North Macedonia,1982,12400.0
2331,Norway,1982,58700.0
2332,Oman,1982,26700.0
2333,Pakistan,1982,130000.0
2334,Panama,1982,7120.0
2335,Papua New Guinea,1982,71600.0
2336,Paraguay,1982,56700.0
2337,Peru,1982,60700.0
2338,Philippines,1982,87000.0
2339,Poland,1982,575000.0
2340,Portugal,1982,43600.0
2341,Qatar,1982,16300.0
2342,Romania,1982,268000.0
2343,Russia,1982,3060000.0
2344,Rwanda,1982,2730.0
2345,Samoa,1982,228.0
2346,Sao Tome and Principe,1982,60.3
2347,Saudi Arabia,1982,230000.0
2348,Senegal,1982,9340.0
2349,Seychelles,1982,170.0
2350,Sierra Leone,1982,8680.0
2351,Singapore,1982,0.0
2352,Slovak Republic,1982,73100.0
2353,Slovenia,1982,16000.0
2354,Solomon Islands,1982,5900.0
2355,Somalia,1982,17200.0
2356,South Africa,1982,309000.0
2357,South Korea,1982,181000.0
2358,Spain,1982,268000.0
2359,Sri Lanka,1982,18700.0
2360,St. Kitts and Nevis,1982,136.0
2361,St. Lucia,1982,258.0
2362,St. Vincent and the Grenadines,1982,121.0
2363,Sudan,1982,83700.0
2364,Suriname,1982,10800.0
2365,Sweden,1982,84100.0
2366,Switzerland,1982,48000.0
2367,Syria,1982,28700.0
2368,Tajikistan,1982,9660.0
2369,Tanzania,1982,83400.0
2370,Thailand,1982,142000.0
2371,Timor-Leste,1982,373.0
2372,Togo,1982,11400.0
2373,Tonga,1982,130.0
2374,Trinidad and Tobago,1982,0.0
2375,Tunisia,1982,14700.0
2376,Turkey,1982,159000.0
2377,Turkmenistan,1982,34200.0
2378,Tuvalu,1982,3.09
2379,Uganda,1982,27700.0
2380,Ukraine,1982,691000.0
2381,United Arab Emirates,1982,52800.0
2382,United Kingdom,1982,773000.0
2383,United States,1982,5530000.0
2384,Uruguay,1982,30600.0
2385,Uzbekistan,1982,81000.0
2386,Vanuatu,1982,337.0
2387,Venezuela,1982,181000.0
2388,Vietnam,1982,89200.0
2389,Yemen,1982,8470.0
2390,Zambia,1982,183000.0
2391,Zimbabwe,1982,22700.0
2392,Afghanistan,1983,15300.0
2393,Albania,1983,11600.0
2394,Algeria,1983,89100.0
2395,Angola,1983,44900.0
2396,Antigua and Barbuda,1983,419.0
2397,Argentina,1983,249000.0
2398,Armenia,1983,15900.0
2399,Australia,1983,387000.0
2400,Austria,1983,73200.0
2401,Azerbaijan,1983,58600.0
2402,Bahamas,1983,4570.0
2403,Bahrain,1983,12400.0
2404,Bangladesh,1983,113000.0
2405,Barbados,1983,1280.0
2406,Belarus,1983,188000.0
2407,Belgium,1983,136000.0
2408,Belize,1983,579.0
2409,Benin,1983,39400.0
2410,Bhutan,1983,1120.0
2411,Bolivia,1983,183000.0
2412,Bosnia and Herzegovina,1983,26800.0
2413,Botswana,1983,10600.0
2414,Brazil,1983,1460000.0
2415,Brunei,1983,24000.0
2416,Bulgaria,1983,117000.0
2417,Burkina Faso,1983,8980.0
2418,Burundi,1983,2280.0
2419,Cambodia,1983,20000.0
2420,Cameroon,1983,81500.0
2421,Canada,1983,573000.0
2422,Cape Verde,1983,175.0
2423,Central African Republic,1983,114000.0
2424,Chad,1983,15300.0
2425,Chile,1983,38600.0
2426,China,1983,2950000.0
2427,Colombia,1983,157000.0
2428,Comoros,1983,248.0
2429,"Congo, Dem. Rep.",1983,1230000.0
2430,"Congo, Rep.",1983,56600.0
2431,Costa Rica,1983,7600.0
2432,Cote d'Ivoire,1983,128000.0
2433,Croatia,1983,42500.0
2434,Cuba,1983,55900.0
2435,Cyprus,1983,3740.0
2436,Czech Republic,1983,222000.0
2437,Denmark,1983,74400.0
2438,Djibouti,1983,1090.0
2439,Dominica,1983,105.0
2440,Dominican Republic,1983,15300.0
2441,Ecuador,1983,24800.0
2442,Egypt,1983,106000.0
2443,El Salvador,1983,5450.0
2444,Equatorial Guinea,1983,178.0
2445,Eritrea,1983,3040.0
2446,Estonia,1983,69700.0
2447,Eswatini,1983,2010.0
2448,Ethiopia,1983,57500.0
2449,Fiji,1983,1920.0
2450,Finland,1983,63700.0
2451,France,1983,584000.0
2452,Gabon,1983,11000.0
2453,Gambia,1983,993.0
2454,Georgia,1983,49300.0
2455,Germany,1983,1270000.0
2456,Ghana,1983,22900.0
2457,Greece,1983,75300.0
2458,Grenada,1983,135.0
2459,Guatemala,1983,12500.0
2460,Guinea,1983,54300.0
2461,Guinea-Bissau,1983,1450.0
2462,Guyana,1983,16900.0
2463,Haiti,1983,5610.0
2464,Honduras,1983,11900.0
2465,Hungary,1983,115000.0
2466,Iceland,1983,15200.0
2467,India,1983,1060000.0
2468,Indonesia,1983,1110000.0
2469,Iran,1983,220000.0
2470,Iraq,1983,72400.0
2471,Ireland,1983,57900.0
2472,Israel,1983,26600.0
2473,Italy,1983,452000.0
2474,Jamaica,1983,7230.0
2475,Japan,1983,1070000.0
2476,Jordan,1983,8200.0
2477,Kazakhstan,1983,204000.0
2478,Kenya,1983,31700.0
2479,Kiribati,1983,40.6
2480,Kuwait,1983,49100.0
2481,Kyrgyz Republic,1983,14400.0
2482,Lao,1983,42800.0
2483,Latvia,1983,64500.0
2484,Lebanon,1983,8450.0
2485,Lesotho,1983,1810.0
2486,Liberia,1983,2480.0
2487,Libya,1983,47800.0
2488,Lithuania,1983,136000.0
2489,Luxembourg,1983,11100.0
2490,Madagascar,1983,44100.0
2491,Malawi,1983,6830.0
2492,Malaysia,1983,221000.0
2493,Maldives,1983,0.0
2494,Mali,1983,27000.0
2495,Malta,1983,1180.0
2496,Marshall Islands,1983,3.52
2497,Mauritania,1983,4690.0
2498,Mauritius,1983,903.0
2499,Mexico,1983,421000.0
2500,"Micronesia, Fed. Sts.",1983,35.2
2501,Moldova,1983,43600.0
2502,Mongolia,1983,45500.0
2503,Morocco,1983,29300.0
2504,Mozambique,1983,36200.0
2505,Myanmar,1983,1290000.0
2506,Namibia,1983,6230.0
2507,Nepal,1983,23900.0
2508,Netherlands,1983,202000.0
2509,New Zealand,1983,60800.0
2510,Nicaragua,1983,9140.0
2511,Niger,1983,8860.0
2512,Nigeria,1983,133000.0
2513,North Korea,1983,165000.0
2514,North Macedonia,1983,11600.0
2515,Norway,1983,59400.0
2516,Oman,1983,29500.0
2517,Pakistan,1983,133000.0
2518,Panama,1983,7460.0
2519,Papua New Guinea,1983,32600.0
2520,Paraguay,1983,57900.0
2521,Peru,1983,57000.0
2522,Philippines,1983,91700.0
2523,Poland,1983,578000.0
2524,Portugal,1983,44300.0
2525,Qatar,1983,15600.0
2526,Romania,1983,279000.0
2527,Russia,1983,3080000.0
2528,Rwanda,1983,2850.0
2529,Samoa,1983,232.0
2530,Sao Tome and Principe,1983,62.3
2531,Saudi Arabia,1983,223000.0
2532,Senegal,1983,8930.0
2533,Seychelles,1983,270.0
2534,Sierra Leone,1983,8170.0
2535,Singapore,1983,0.0
2536,Slovak Republic,1983,72900.0
2537,Slovenia,1983,17700.0
2538,Solomon Islands,1983,5810.0
2539,Somalia,1983,16900.0
2540,South Africa,1983,300000.0
2541,South Korea,1983,193000.0
2542,Spain,1983,272000.0
2543,Sri Lanka,1983,19000.0
2544,St. Kitts and Nevis,1983,137.0
2545,St. Lucia,1983,284.0
2546,St. Vincent and the Grenadines,1983,139.0
2547,Sudan,1983,79700.0
2548,Suriname,1983,10500.0
2549,Sweden,1983,78500.0
2550,Switzerland,1983,53400.0
2551,Syria,1983,32900.0
2552,Tajikistan,1983,10000.0
2553,Tanzania,1983,83400.0
2554,Thailand,1983,161000.0
2555,Timor-Leste,1983,394.0
2556,Togo,1983,10500.0
2557,Tonga,1983,112.0
2558,Trinidad and Tobago,1983,0.0
2559,Tunisia,1983,16500.0
2560,Turkey,1983,163000.0
2561,Turkmenistan,1983,36000.0
2562,Tuvalu,1983,3.07
2563,Uganda,1983,28000.0
2564,Ukraine,1983,696000.0
2565,United Arab Emirates,1983,51000.0
2566,United Kingdom,1983,763000.0
2567,United States,1983,5520000.0
2568,Uruguay,1983,26900.0
2569,Uzbekistan,1983,83600.0
2570,Vanuatu,1983,342.0
2571,Venezuela,1983,181000.0
2572,Vietnam,1983,93300.0
2573,Yemen,1983,9000.0
2574,Zambia,1983,183000.0
2575,Zimbabwe,1983,22600.0
2576,Afghanistan,1984,14300.0
2577,Albania,1984,12200.0
2578,Algeria,1984,92800.0
2579,Angola,1984,35900.0
2580,Antigua and Barbuda,1984,456.0
2581,Argentina,1984,243000.0
2582,Armenia,1984,16000.0
2583,Australia,1984,398000.0
2584,Austria,1984,75500.0
2585,Azerbaijan,1984,59800.0
2586,Bahamas,1984,4340.0
2587,Bahrain,1984,12800.0
2588,Bangladesh,1984,118000.0
2589,Barbados,1984,1340.0
2590,Belarus,1984,185000.0
2591,Belgium,1984,140000.0
2592,Belize,1984,603.0
2593,Benin,1984,39200.0
2594,Bhutan,1984,1140.0
2595,Bolivia,1984,145000.0
2596,Bosnia and Herzegovina,1984,25900.0
2597,Botswana,1984,8410.0
2598,Brazil,1984,1260000.0
2599,Brunei,1984,15800.0
2600,Bulgaria,1984,115000.0
2601,Burkina Faso,1984,9200.0
2602,Burundi,1984,2320.0
2603,Cambodia,1984,13200.0
2604,Cameroon,1984,82200.0
2605,Canada,1984,569000.0
2606,Cape Verde,1984,196.0
2607,Central African Republic,1984,113000.0
2608,Chad,1984,13800.0
2609,Chile,1984,39600.0
2610,China,1984,3140000.0
2611,Colombia,1984,144000.0
2612,Comoros,1984,250.0
2613,"Congo, Dem. Rep.",1984,960000.0
2614,"Congo, Rep.",1984,45800.0
2615,Costa Rica,1984,7850.0
2616,Cote d'Ivoire,1984,127000.0
2617,Croatia,1984,44400.0
2618,Cuba,1984,59200.0
2619,Cyprus,1984,3810.0
2620,Czech Republic,1984,225000.0
2621,Denmark,1984,73400.0
2622,Djibouti,1984,985.0
2623,Dominica,1984,105.0
2624,Dominican Republic,1984,15800.0
2625,Ecuador,1984,26100.0
2626,Egypt,1984,112000.0
2627,El Salvador,1984,5350.0
2628,Equatorial Guinea,1984,180.0
2629,Eritrea,1984,2950.0
2630,Estonia,1984,68800.0
2631,Eswatini,1984,1960.0
2632,Ethiopia,1984,55900.0
2633,Fiji,1984,1620.0
2634,Finland,1984,64200.0
2635,France,1984,575000.0
2636,Gabon,1984,11200.0
2637,Gambia,1984,981.0
2638,Georgia,1984,48800.0
2639,Germany,1984,1290000.0
2640,Ghana,1984,23300.0
2641,Greece,1984,77200.0
2642,Grenada,1984,136.0
2643,Guatemala,1984,13400.0
2644,Guinea,1984,54000.0
2645,Guinea-Bissau,1984,1400.0
2646,Guyana,1984,15400.0
2647,Haiti,1984,5690.0
2648,Honduras,1984,12900.0
2649,Hungary,1984,117000.0
2650,Iceland,1984,16400.0
2651,India,1984,1120000.0
2652,Indonesia,1984,711000.0
2653,Iran,1984,211000.0
2654,Iraq,1984,78700.0
2655,Ireland,1984,58100.0
2656,Israel,1984,27700.0
2657,Italy,1984,460000.0
2658,Jamaica,1984,7050.0
2659,Japan,1984,1140000.0
2660,Jordan,1984,9170.0
2661,Kazakhstan,1984,214000.0
2662,Kenya,1984,33200.0
2663,Kiribati,1984,33.8
2664,Kuwait,1984,47400.0
2665,Kyrgyz Republic,1984,13600.0
2666,Lao,1984,25100.0
2667,Latvia,1984,65900.0
2668,Lebanon,1984,8270.0
2669,Lesotho,1984,1770.0
2670,Liberia,1984,2340.0
2671,Libya,1984,49200.0
2672,Lithuania,1984,139000.0
2673,Luxembourg,1984,12000.0
2674,Madagascar,1984,39100.0
2675,Malawi,1984,6120.0
2676,Malaysia,1984,155000.0
2677,Maldives,1984,66.9
2678,Mali,1984,25900.0
2679,Malta,1984,1550.0
2680,Marshall Islands,1984,3.67
2681,Mauritania,1984,4720.0
2682,Mauritius,1984,908.0
2683,Mexico,1984,437000.0
2684,"Micronesia, Fed. Sts.",1984,36.3
2685,Moldova,1984,45600.0
2686,Mongolia,1984,43700.0
2687,Morocco,1984,29100.0
2688,Mozambique,1984,28300.0
2689,Myanmar,1984,737000.0
2690,Namibia,1984,6040.0
2691,Nepal,1984,24400.0
2692,Netherlands,1984,209000.0
2693,New Zealand,1984,62300.0
2694,Nicaragua,1984,9380.0
2695,Niger,1984,6570.0
2696,Nigeria,1984,135000.0
2697,North Korea,1984,166000.0
2698,North Macedonia,1984,12900.0
2699,Norway,1984,62500.0
2700,Oman,1984,26900.0
2701,Pakistan,1984,137000.0
2702,Panama,1984,6870.0
2703,Papua New Guinea,1984,19800.0
2704,Paraguay,1984,47900.0
2705,Peru,1984,54000.0
2706,Philippines,1984,83800.0
2707,Poland,1984,584000.0
2708,Portugal,1984,42700.0
2709,Qatar,1984,20000.0
2710,Romania,1984,271000.0
2711,Russia,1984,3110000.0
2712,Rwanda,1984,3030.0
2713,Samoa,1984,256.0
2714,Sao Tome and Principe,1984,63.0
2715,Saudi Arabia,1984,171000.0
2716,Senegal,1984,9120.0
2717,Seychelles,1984,275.0
2718,Sierra Leone,1984,7940.0
2719,Singapore,1984,0.0
2720,Slovak Republic,1984,75800.0
2721,Slovenia,1984,18900.0
2722,Solomon Islands,1984,5640.0
2723,Somalia,1984,17200.0
2724,South Africa,1984,0.0
2725,South Korea,1984,208000.0
2726,Spain,1984,262000.0
2727,Sri Lanka,1984,19600.0
2728,St. Kitts and Nevis,1984,135.0
2729,St. Lucia,1984,282.0
2730,St. Vincent and the Grenadines,1984,135.0
2731,Sudan,1984,80000.0
2732,Suriname,1984,8650.0
2733,Sweden,1984,78600.0
2734,Switzerland,1984,52100.0
2735,Syria,1984,35500.0
2736,Tajikistan,1984,10100.0
2737,Tanzania,1984,67100.0
2738,Thailand,1984,154000.0
2739,Timor-Leste,1984,418.0
2740,Togo,1984,10500.0
2741,Tonga,1984,103.0
2742,Trinidad and Tobago,1984,0.0
2743,Tunisia,1984,17200.0
2744,Turkey,1984,170000.0
2745,Turkmenistan,1984,37500.0
2746,Tuvalu,1984,3.31
2747,Uganda,1984,28900.0
2748,Ukraine,1984,699000.0
2749,United Arab Emirates,1984,66600.0
2750,United Kingdom,1984,731000.0
2751,United States,1984,5760000.0
2752,Uruguay,1984,25600.0
2753,Uzbekistan,1984,85800.0
2754,Vanuatu,1984,322.0
2755,Venezuela,1984,176000.0
2756,Vietnam,1984,91800.0
2757,Yemen,1984,9190.0
2758,Zambia,1984,142000.0
2759,Zimbabwe,1984,22000.0
2760,Afghanistan,1985,13500.0
2761,Albania,1985,11800.0
2762,Algeria,1985,104000.0
2763,Angola,1985,36700.0
2764,Antigua and Barbuda,1985,365.0
2765,Argentina,1985,238000.0
2766,Armenia,1985,16300.0
2767,Australia,1985,457000.0
2768,Austria,1985,76900.0
2769,Azerbaijan,1985,61400.0
2770,Bahamas,1985,3440.0
2771,Bahrain,1985,14600.0
2772,Bangladesh,1985,119000.0
2773,Barbados,1985,1310.0
2774,Belarus,1985,183000.0
2775,Belgium,1985,138000.0
2776,Belize,1985,527.0
2777,Benin,1985,36100.0
2778,Bhutan,1985,1190.0
2779,Bolivia,1985,153000.0
2780,Bosnia and Herzegovina,1985,27000.0
2781,Botswana,1985,8470.0
2782,Brazil,1985,1320000.0
2783,Brunei,1985,14100.0
2784,Bulgaria,1985,118000.0
2785,Burkina Faso,1985,9750.0
2786,Burundi,1985,2330.0
2787,Cambodia,1985,15200.0
2788,Cameroon,1985,75800.0
2789,Canada,1985,577000.0
2790,Cape Verde,1985,200.0
2791,Central African Republic,1985,97700.0
2792,Chad,1985,12700.0
2793,Chile,1985,38200.0
2794,China,1985,3140000.0
2795,Colombia,1985,149000.0
2796,Comoros,1985,241.0
2797,"Congo, Dem. Rep.",1985,971000.0
2798,"Congo, Rep.",1985,46400.0
2799,Costa Rica,1985,7760.0
2800,Cote d'Ivoire,1985,116000.0
2801,Croatia,1985,46100.0
2802,Cuba,1985,59900.0
2803,Cyprus,1985,3770.0
2804,Czech Republic,1985,222000.0
2805,Denmark,1985,81300.0
2806,Djibouti,1985,1030.0
2807,Dominica,1985,101.0
2808,Dominican Republic,1985,14800.0
2809,Ecuador,1985,27300.0
2810,Egypt,1985,116000.0
2811,El Salvador,1985,5790.0
2812,Equatorial Guinea,1985,192.0
2813,Eritrea,1985,3020.0
2814,Estonia,1985,68700.0
2815,Eswatini,1985,2100.0
2816,Ethiopia,1985,56100.0
2817,Fiji,1985,1810.0
2818,Finland,1985,68600.0
2819,France,1985,562000.0
2820,Gabon,1985,12300.0
2821,Gambia,1985,993.0
2822,Georgia,1985,47900.0
2823,Germany,1985,1300000.0
2824,Ghana,1985,22000.0
2825,Greece,1985,80600.0
2826,Grenada,1985,109.0
2827,Guatemala,1985,13700.0
2828,Guinea,1985,49200.0
2829,Guinea-Bissau,1985,1210.0
2830,Guyana,1985,15100.0
2831,Haiti,1985,5690.0
2832,Honduras,1985,12700.0
2833,Hungary,1985,115000.0
2834,Iceland,1985,17100.0
2835,India,1985,1140000.0
2836,Indonesia,1985,745000.0
2837,Iran,1985,222000.0
2838,Iraq,1985,88000.0
2839,Ireland,1985,59600.0
2840,Israel,1985,29500.0
2841,Italy,1985,463000.0
2842,Jamaica,1985,6410.0
2843,Japan,1985,1110000.0
2844,Jordan,1985,9640.0
2845,Kazakhstan,1985,213000.0
2846,Kenya,1985,33300.0
2847,Kiribati,1985,39.1
2848,Kuwait,1985,49900.0
2849,Kyrgyz Republic,1985,13600.0
2850,Lao,1985,21500.0
2851,Latvia,1985,67700.0
2852,Lebanon,1985,9250.0
2853,Lesotho,1985,1840.0
2854,Liberia,1985,2390.0
2855,Libya,1985,47500.0
2856,Lithuania,1985,142000.0
2857,Luxembourg,1985,12200.0
2858,Madagascar,1985,39500.0
2859,Malawi,1985,6430.0
2860,Malaysia,1985,142000.0
2861,Maldives,1985,93.3
2862,Mali,1985,23700.0
2863,Malta,1985,1380.0
2864,Marshall Islands,1985,3.85
2865,Mauritania,1985,4980.0
